Date,Open,High,Low,Close,Volume
2021-12-20,124.91,127.5,120.48,127.5,9609452
2021-12-21,131.62,121.88,131.62,131.62,6257073
2021-12-22,120.13,98.18,120.13,120.13,7832325
2021-12-23,99.31,99.31,95.17,99.31,9603738
2021-12-24,125.29,98.36,125.29,125.29,8446794
2021-12-27,128.96,134.37,128.96,128.96,5754314
2021-12-28,124.89,134.69,117.84,134.69,7327030
2021-12-29,139.25,112.98,139.25,139.25,5762438
2021-12-30,117.47,107.39,117.47,117.47,7677115
2021-12-31,107.25,105.5,107.25,107.25,6911675
2022-01-03,120.5,139.0,120.5,120.5,7617761
2022-01-04,101.08,116.05,96.74,116.05,7242366
2022-01-05,124.54,135.0,124.54,124.61,8761096
2022-01-06,112.52,98.06,112.52,112.52,6303533
2022-01-07,98.52,96.83,98.52,98.52,9663094
2022-01-10,133.75,101.37,133.75,133.75,8493833
2022-01-11,122.09,122.09,119.33,119.33,9790875
2022-01-12,124.72,130.18,98.43,108.92,7192706
2022-01-13,117.43,111.25,117.43,117.43,7880421
2022-01-14,137.93,110.7,137.93,137.93,8216616
2022-01-17,115.7,106.81,115.7,115.7,8667306
2022-01-18,105.83,103.9,105.83,105.83,6057987
2022-01-19,123.72,122.58,123.72,123.72,6017115
2022-01-20,130.62,137.75,130.62,130.62,9974812
2022-01-21,112.7,112.7,103.44,112.7,8892627
2022-01-24,130.42,98.59,130.42,130.42,5993250
2022-01-25,96.15,95.65,96.15,96.15,6071672
2022-01-26,117.88,117.88,99.29,113.95,8753816
2022-01-27,101.98,96.68,101.98,101.98,6412079
2022-01-28,106.5,106.5,98.39,106.5,7528369
2022-01-31,116.67,120.39,116.67,120.39,5126021
2022-02-01,120.53,120.53,111.23,112.0,5192721
2022-02-02,108.09,139.34,102.77,120.34,7672311
2022-02-03,134.91,129.01,134.91,134.91,8299476
2022-02-04,126.97,130.26,107.54,107.54,6306260
2022-02-07,108.44,139.61,98.83,98.83,7961766
2022-02-08,104.41,104.41,97.08,104.41,9407910
2022-02-09,117.72,130.2,113.09,130.2,5822128
2022-02-10,118.71,111.09,118.71,118.71,9453580
2022-02-11,128.77,119.76,128.77,128.77,7659288
2022-02-14,139.69,95.88,139.69,139.69,7708595
2022-02-15,134.97,113.71,134.97,134.97,6569667
2022-02-16,118.61,116.34,118.61,118.61,7735469
2022-02-17,137.86,135.89,137.86,137.86,6585118
2022-02-18,119.93,123.4,119.93,123.4,7067277
2022-02-21,126.56,114.86,126.56,126.56,8092255
2022-02-22,129.55,99.98,129.55,129.55,7176065
2022-02-23,113.22,108.81,113.22,113.22,5550046
2022-02-24,113.18,129.18,113.18,113.18,6145497
2022-02-25,117.85,115.85,117.85,117.85,6761233
2022-02-28,121.43,130.46,121.43,121.43,5094299
2022-03-01,134.31,106.06,134.31,134.31,7587056
2022-03-02,137.47,104.15,137.47,137.47,9465273
2022-03-03,123.92,126.12,116.39,126.12,7619234
2022-03-04,114.63,98.45,114.63,114.63,5715316
2022-03-07,137.26,131.2,137.26,137.26,8231218
2022-03-08,131.31,101.46,131.31,131.31,8419327
2022-03-09,134.57,96.67,134.57,134.57,5982292
2022-03-10,131.64,132.44,131.64,131.64,9467930
2022-03-11,120.82,134.16,120.82,120.82,9714482
2022-03-14,135.24,112.41,135.24,135.24,7115941
2022-03-15,138.12,139.78,138.12,138.12,5559357
2022-03-16,109.5,109.5,106.77,109.5,7763217
2022-03-17,137.36,138.22,137.36,137.36,9802935
2022-03-18,114.76,104.35,114.76,114.76,8565756
2022-03-21,122.19,135.77,122.19,122.19,8847565
2022-03-22,132.99,133.89,129.9,129.9,9255953
2022-03-23,115.22,115.22,110.87,110.87,5033338
2022-03-24,129.76,110.26,129.76,129.76,7868205
2022-03-25,120.82,136.56,120.82,120.82,9239226
2022-03-28,133.57,137.46,120.75,128.47,6303973
2022-03-29,127.01,136.88,99.67,111.83,5732974
2022-03-30,122.38,122.38,112.77,122.38,5013103
2022-03-31,137.01,98.4,137.01,137.01,5054249
2022-04-01,122.05,112.81,122.05,122.05,5101180
2022-04-04,118.76,120.59,118.76,118.76,7059073
2022-04-05,123.84,117.83,123.84,123.84,5091270
2022-04-06,116.26,106.04,116.26,116.26,9751284
2022-04-07,129.52,139.72,118.41,126.04,8055350
2022-04-08,119.96,130.14,101.48,101.48,8671308
2022-04-11,132.71,116.85,132.71,132.71,7358327
2022-04-12,116.44,109.02,116.44,116.44,5713742
2022-04-13,116.15,115.53,116.15,116.15,5742900
2022-04-14,125.4,107.86,125.4,125.4,8181669
2022-04-15,129.03,124.68,129.03,129.03,8826527
2022-04-18,103.45,103.45,101.15,103.45,6711629
2022-04-19,122.95,134.1,105.35,106.91,5053516
2022-04-20,121.97,136.08,99.08,114.1,9301744
2022-04-21,106.62,125.64,106.48,106.48,7904977
2022-04-22,115.01,109.73,115.01,115.01,8885402
2022-04-25,117.39,123.4,117.39,117.39,9001903
2022-04-26,118.36,129.85,103.29,119.88,8358674
2022-04-27,121.01,133.82,98.47,125.09,9508777
2022-04-28,122.78,124.03,115.27,115.27,5235038
2022-04-29,107.85,99.3,107.85,107.85,6034860
2022-05-02,117.0,126.74,102.36,118.58,6218843
2022-05-03,110.7,100.4,110.7,110.7,6753245
2022-05-04,114.5,135.78,114.5,114.5,6103262
2022-05-05,108.72,102.13,108.72,108.72,5232331
2022-05-06,119.81,102.43,119.81,119.81,9407446
2022-05-09,110.03,113.12,110.03,113.12,6726875
2022-05-10,138.3,113.97,138.3,138.3,7279783
2022-05-11,113.28,101.58,113.28,113.28,7222653
2022-05-12,131.87,111.84,131.87,131.87,5098794
2022-05-13,123.54,101.94,123.54,123.54,9673196
2022-05-16,99.8,97.47,99.8,99.8,7946045
2022-05-17,136.11,122.13,136.11,136.11,6622911
2022-05-18,125.94,104.99,125.94,125.94,5194562
2022-05-19,133.44,110.1,133.44,133.44,8089711
2022-05-20,115.21,113.83,115.21,115.21,7303854
2022-05-23,121.46,126.96,105.51,126.96,5538429
2022-05-24,127.5,118.51,127.5,127.5,9219966
2022-05-25,123.03,127.77,123.03,127.77,6690641
2022-05-26,110.84,110.84,107.95,107.95,9848404
2022-05-27,138.04,129.32,138.04,138.04,5304111
2022-05-30,114.99,104.29,114.99,114.99,5822883
2022-05-31,124.53,125.4,103.09,125.4,8437035
2022-06-01,119.04,119.04,97.04,119.04,5869695
2022-06-02,123.69,100.31,123.69,123.69,9302246
2022-06-03,107.03,97.99,107.03,107.03,8292169
2022-06-06,137.6,118.06,137.6,137.6,7484409
2022-06-07,99.91,99.91,97.96,99.91,5925526
2022-06-08,135.16,131.56,135.16,135.16,9032375
2022-06-09,135.16,100.94,135.16,135.16,6289033
2022-06-10,108.87,108.87,98.6,108.87,8400592
2022-06-13,133.67,127.33,133.67,133.67,9364601
2022-06-14,123.58,99.05,123.58,123.58,6659580
2022-06-15,118.8,133.57,118.8,118.8,8568641
2022-06-16,124.61,109.06,124.61,124.61,9531973
2022-06-17,101.42,132.48,99.7,132.48,5151920
2022-06-20,126.76,102.13,126.76,126.76,8747976
2022-06-21,124.22,124.22,100.05,124.22,8187023
2022-06-22,110.99,108.01,110.99,110.99,5361788
2022-06-23,109.84,138.39,95.37,99.42,7879521
2022-06-24,138.09,101.32,138.09,138.09,9924328
2022-06-27,136.69,128.91,136.69,136.69,7257382
2022-06-28,113.11,102.09,113.11,113.11,6517209
2022-06-29,114.73,114.73,109.32,109.32,8275323
2022-06-30,110.37,137.15,95.34,115.49,9572360
2022-07-01,133.75,137.84,103.22,126.65,6757028
2022-07-04,124.57,120.03,124.57,124.57,8136548
2022-07-05,119.19,97.34,119.19,119.19,7227435
2022-07-06,123.73,137.03,123.73,133.61,6695836
2022-07-07,138.0,130.98,138.0,138.0,6341594
2022-07-08,136.28,114.21,136.28,136.28,7270258
2022-07-11,137.29,103.03,137.29,137.29,8577126
2022-07-12,114.27,127.6,114.27,114.49,5193027
2022-07-13,117.06,104.28,117.06,117.06,9254285
2022-07-14,130.17,135.57,119.99,135.57,5679814
2022-07-15,125.92,139.56,113.84,113.84,8353685
2022-07-18,116.46,114.5,116.46,116.46,9087165
2022-07-19,103.18,103.18,101.51,103.18,8778247
2022-07-20,137.89,122.52,137.89,137.89,9194368
2022-07-21,105.78,96.01,105.78,105.78,6616228
2022-07-22,136.48,110.8,136.48,136.48,8000773
2022-07-25,120.38,136.28,100.91,110.12,9550649
2022-07-26,103.88,98.03,103.88,103.88,7028967
2022-07-27,119.47,106.96,119.47,119.47,5841717
2022-07-28,122.38,134.58,122.38,122.38,5559830
2022-07-29,97.98,95.04,97.98,97.98,5885879
2022-08-01,134.89,115.7,134.89,134.89,9890070
2022-08-02,135.12,139.78,135.12,135.12,9262445
2022-08-03,133.86,132.69,133.86,133.86,6518669
2022-08-04,129.01,136.02,129.01,136.02,6814828
2022-08-05,121.67,104.3,121.67,121.67,8024690
2022-08-08,121.2,112.79,121.2,121.2,8568243
2022-08-09,126.58,124.94,126.58,126.58,5607922
2022-08-10,124.36,128.35,95.64,121.53,8945218
2022-08-11,97.79,96.82,97.79,97.79,9611015
2022-08-12,108.73,118.87,108.73,118.87,8329301
2022-08-15,115.66,98.8,115.66,115.66,8180746
2022-08-16,133.88,96.64,133.88,133.88,8719921
2022-08-17,132.02,133.2,132.02,132.02,5128622
2022-08-18,130.86,124.51,130.86,130.86,6229988
2022-08-19,132.37,105.31,132.37,132.37,6267031
2022-08-22,105.36,101.67,105.36,105.36,9436729
2022-08-23,132.3,139.58,106.06,122.83,8905149
2022-08-24,133.6,101.8,133.6,133.6,9704053
2022-08-25,130.57,99.78,130.57,130.57,5754760
2022-08-26,117.64,115.0,117.64,117.64,8903969
2022-08-29,134.89,99.41,134.89,134.89,6225965
2022-08-30,129.85,130.28,129.85,129.85,9800752
2022-08-31,138.87,131.9,138.87,138.87,6821011
2022-09-01,109.56,136.36,109.56,125.1,7264543
2022-09-02,132.91,129.08,132.91,132.91,6487062
2022-09-05,132.25,133.62,102.24,123.84,7179207
2022-09-06,136.38,136.92,136.38,136.38,7387351
2022-09-07,123.69,101.51,123.69,123.69,8139442
2022-09-08,109.18,139.65,108.55,124.93,6604607
2022-09-09,138.74,136.13,138.74,138.74,9676894
2022-09-12,134.45,113.37,134.45,134.45,6475923
2022-09-13,122.92,128.66,95.42,114.71,8502050
2022-09-14,109.63,132.97,96.95,125.08,9120664
2022-09-15,134.86,118.23,134.86,134.86,5605137
2022-09-16,105.81,104.1,105.81,105.81,7637062
2022-09-19,136.49,135.35,136.49,136.49,8447802
2022-09-20,120.46,120.46,105.15,120.46,9309333
2022-09-21,106.15,106.15,98.14,98.14,6757839
2022-09-22,121.81,118.58,121.81,121.81,9105591
2022-09-23,137.23,121.88,137.23,137.23,9475493
2022-09-26,135.7,101.25,135.7,135.7,6263170
2022-09-27,113.05,103.0,113.05,113.05,5389496
2022-09-28,129.9,124.24,129.9,129.9,6901939
2022-09-29,130.89,103.89,130.89,130.89,8471276
2022-09-30,139.69,125.58,139.69,139.69,5018093
2022-10-03,133.39,129.76,133.39,133.39,7671732
2022-10-04,127.89,127.89,100.81,100.81,5431959
2022-10-05,106.69,111.66,105.16,111.66,9082523
2022-10-06,135.72,125.78,135.72,135.72,8429042
2022-10-07,116.34,122.27,116.34,122.27,6110276
2022-10-10,132.04,114.43,132.04,132.04,7924007
2022-10-11,129.45,136.09,112.84,112.84,9209935
2022-10-12,107.26,96.08,107.26,107.26,7139824
2022-10-13,133.66,104.97,133.66,133.66,9556051
2022-10-14,125.07,128.61,108.17,128.61,7338725
2022-10-17,116.76,105.47,116.76,116.76,9116076
2022-10-18,118.37,133.49,116.61,133.49,9494926
2022-10-19,104.1,104.1,98.7,104.1,5104455
2022-10-20,128.38,131.85,98.84,131.85,8105684
2022-10-21,125.63,123.75,125.63,125.63,9932481
2022-10-24,135.58,109.14,135.58,135.58,7628152
2022-10-25,114.01,106.27,114.01,114.01,5327391
2022-10-26,114.64,114.64,114.27,114.64,7737775
2022-10-27,115.28,115.28,113.86,115.28,6314809
2022-10-28,129.98,123.49,129.98,129.98,6773208
2022-10-31,113.67,124.54,96.61,124.54,9462183
2022-11-01,120.52,108.22,120.52,120.52,9508668
2022-11-02,126.98,127.71,126.98,126.98,7286414
2022-11-03,132.03,122.8,132.03,132.03,6180768
2022-11-04,107.17,107.17,96.95,107.17,5631867
2022-11-07,127.76,128.57,120.71,128.57,8627268
2022-11-08,101.88,95.67,101.88,101.88,9586580
2022-11-09,113.93,129.38,102.21,102.21,7247106
2022-11-10,122.26,131.12,114.87,116.48,8397500
2022-11-11,133.0,124.12,133.0,133.0,9116055
2022-11-14,135.62,126.99,135.62,135.62,6365155
2022-11-15,122.63,122.58,122.63,122.63,7618428
2022-11-16,105.47,105.47,104.54,105.47,6421584
2022-11-17,103.53,99.22,103.53,103.53,5230441
2022-11-18,122.52,111.79,122.52,122.52,6259306
2022-11-21,108.61,100.59,108.61,108.61,9439746
2022-11-22,107.57,130.02,104.45,109.49,9306191
2022-11-23,133.81,137.75,128.37,128.37,8203758
2022-11-24,128.55,132.03,128.55,128.55,7598674
2022-11-25,139.72,124.28,139.72,139.72,8270138
2022-11-28,125.36,96.01,125.36,125.36,8651176
2022-11-29,135.82,106.9,135.82,135.82,7044736
2022-11-30,134.82,114.09,134.82,134.82,9572245
2022-12-01,100.42,95.89,100.42,100.42,5175006
2022-12-02,131.96,113.46,131.96,131.96,6480389
2022-12-05,129.12,132.33,129.12,129.12,5975370
2022-12-06,111.53,111.53,106.8,111.53,8926771
2022-12-07,111.81,108.69,111.81,111.81,8572034
2022-12-08,115.29,102.57,115.29,115.29,6017474
2022-12-09,107.15,108.58,107.15,108.58,8386224
2022-12-12,132.41,117.1,132.41,132.41,9578182
2022-12-13,107.68,133.5,97.36,97.36,8289887
2022-12-14,122.76,124.82,113.33,120.04,8763685
2022-12-15,115.78,112.63,115.78,115.78,5687119
2022-12-16,111.96,102.26,111.96,111.96,8436499
2022-12-19,107.23,135.22,106.49,106.49,7907079
2022-12-20,119.28,118.24,119.28,119.28,7342184
2022-12-21,118.51,124.06,118.51,118.51,9854666
2022-12-22,117.29,117.29,108.68,117.29,8287039
2022-12-23,112.67,123.64,108.81,117.03,7521346
2022-12-26,136.5,135.08,136.5,136.5,8069663
2022-12-27,130.08,138.16,108.14,108.14,5731796
2022-12-28,120.25,131.68,119.71,119.71,5329938
2022-12-29,113.21,124.46,113.21,124.46,6795801
2022-12-30,136.43,135.96,136.43,136.43,5951691
